day,run_id,n_classes,class_size_cap,n_students,n_teachers,teacher_time_budget,alpha,forgetting,n_days,seed,teacher_skill_mean,teacher_skill_sd,inc_c0,inc_c_class,inc_c_B,base_loss,max_loss,agency_amp_min,agency_amp_max,beta_success,gamma_failure,success_eps,K_mean,K_p10,K_p50,K_p90,A_mean,A_p10,A_p50,A_p90,incidents_total,time_lost_mean
45,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8063202593811652,0.717900234334032,0.8099321963564734,0.8786406751060967,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,51,0.204
46,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.810241746966886,0.724407230328942,0.813794252851795,0.8821443359822001,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,46,0.184
47,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.813900399958855,0.7284356949736694,0.8178710268439112,0.88333810370924,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,52,0.20800000000000002
48,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8176460345515375,0.7356510846303612,0.8210804767379196,0.8852474218692569,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,44,0.176
49,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8210859101262348,0.7414998242095558,0.8249399022069277,0.8867774398891516,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,52,0.20800000000000005
50,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8242701985338919,0.7474539495988402,0.8272822223693408,0.8881591850223689,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,58,0.23200000000000004
51,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8271201165737988,0.7522984710834004,0.8303638469391704,0.8891168124964779,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,67,0.268
52,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8303428076410215,0.7577637203927294,0.8342263381351804,0.8906215103318355,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,48,0.192
53,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8334511262668562,0.7630394327967975,0.8370179811268496,0.8914458563293307,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,51,0.20400000000000001
54,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8364263485123837,0.7680648765758396,0.8393398448682725,0.8929010545323813,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,52,0.20799999999999996
55,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8392495638567161,0.7724472934726867,0.8420485149744426,0.8938020461520468,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,54,0.21600000000000003
56,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8420261889587468,0.7767786929096275,0.8444559478894794,0.895562647807961,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,52,0.208
57,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8447938203257876,0.782061858541769,0.84713321345858,0.8978174605219098,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,50,0.20000000000000004
58,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8473951055236814,0.7871078406623745,0.8496077851133557,0.8989811656173202,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,53,0.21199999999999997
59,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8498824929966676,0.7902923070637411,0.851992178846842,0.9010084229786927,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,55,0.22000000000000003
60,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8522273198691134,0.7948389314881964,0.854789508721181,0.9030246966701645,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,57,0.228
61,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8546730023766171,0.7984046445489051,0.858738417560122,0.9038973931699226,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,50,0.20000000000000004
62,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8569751165243694,0.8012820696604919,0.8613387205812035,0.9043875769926693,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,53,0.212
63,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.859525584870809,0.8051377797043648,0.8633410989936581,0.9055424089591232,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,38,0.15200000000000002
64,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8616948159337842,0.809045574307216,0.865175887610306,0.9070198107726108,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,52,0.208
65,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8638077906211172,0.8133807095647523,0.8672484278494597,0.9084923532594169,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,53,0.212
66,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8658772218827608,0.8164976683272767,0.86901673974208,0.9097254889579777,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,49,0.19599999999999998
67,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8678158232528445,0.8190051037064352,0.8705417261328267,0.9105764017131904,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,54,0.21599999999999994
68,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8697770218732704,0.8233466942302298,0.8729255196969261,0.9113385379800675,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,50,0.2
69,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8716223077486422,0.8261274705018956,0.8753957022054673,0.9125871324175991,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,53,0.212
70,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8734425147073681,0.8288316054912921,0.8772971820861031,0.9133921688207977,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,50,0.2
71,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8749793415263722,0.8310949075077328,0.8790227614067002,0.9138978990373312,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,64,0.256
72,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8768392739208247,0.832836899729264,0.8805854718348258,0.9150096017348558,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,45,0.18
73,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8783395302639072,0.8353108861395627,0.8816926123239333,0.9158731509867695,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,62,0.248
74,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.880061352489403,0.8375943613704606,0.883300741953698,0.916719423698148,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,46,0.18400000000000005
75,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.88149431473446,0.8388948728732972,0.8845795981894858,0.9171784352141578,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,60,0.24
76,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8830973165037684,0.8413560617708589,0.8859924611404346,0.9184697287030044,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,49,0.19599999999999998
77,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8843365448415598,0.8433199649220643,0.8864924886012968,0.9193541733642028,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,65,0.26
78,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8858577937407148,0.8456909876281723,0.8883445651172501,0.9198455194618153,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,46,0.184
79,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8872440055553049,0.8483864015928346,0.8891331592032922,0.9208423533670966,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,52,0.208
80,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8885545500481531,0.8502064834203927,0.8908264293872127,0.9211411088134234,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,54,0.21600000000000003
81,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8897784787958795,0.8521522565854074,0.8925681237939074,0.9217166266188365,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,58,0.23199999999999998
82,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8910137326325629,0.8534144080344547,0.8932991495644154,0.9226391587470605,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,55,0.22
83,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8921563234433534,0.8547660791387728,0.8946990147958693,0.923176620734795,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,58,0.23199999999999996
84,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8932256942594933,0.8568241883429688,0.8955102122459699,0.9234250739004632,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,61,0.244
85,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8944760688794642,0.8593993815837052,0.8967186877052822,0.9241377252660388,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,47,0.18800000000000003
86,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8956541047207677,0.8612716778969322,0.8977771531170842,0.9251974627161185,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,49,0.196
87,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.896632231742615,0.8630378066321113,0.8986909575656081,0.92626163079026,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,60,0.24000000000000002
88,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8977613272750062,0.8648845374796457,0.9001611533927768,0.9269550867831269,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,47,0.18800000000000003
89,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8988464149056714,0.8669759744706967,0.9008858417623138,0.9278989380995548,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,48,0.192
90,55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8998010016749028,0.8686325440572151,0.9020986786063345,0.9283175891265535,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,57,0.22800000000000004
1,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.4015292866494641,0.16079190179352804,0.37697463263623965,0.6712873238240714,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,58,0.23200000000000004
2,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.41850863085969636,0.18519519772038875,0.3904739753268775,0.6785339365865538,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,47,0.188
3,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.4354253977868456,0.20933877119815167,0.40799102397609555,0.6861655640478924,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,41,0.16400000000000003
4,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.4520672992353517,0.23018673399098977,0.4262688110137237,0.6934128168290733,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,37,0.14799999999999996
5,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.4671255221132633,0.2516443124980948,0.4416409457762288,0.7029390874455264,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,51,0.20400000000000004
6,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.4814649931012794,0.27189629469364607,0.46022571041751237,0.7115730364709774,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,54,0.21600000000000005
7,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.49463631992408014,0.2898914215953818,0.4741519747218574,0.7174179923635633,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,63,0.252
8,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.5084828682526407,0.3101887677636859,0.4893575094488238,0.7251736684712484,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,49,0.196
9,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.5215846478379246,0.32904027538343156,0.5067634964371399,0.731182541377169,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,53,0.21200000000000002
10,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.5349039197081009,0.34683091730235577,0.5212940750877002,0.737987514553387,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,43,0.17200000000000001
11,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.5472924101354046,0.3653142072415029,0.5351576924651527,0.7450145248417969,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,51,0.20400000000000001
12,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.5590703630759241,0.383808566202959,0.5487659533583316,0.7498504139181733,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,54,0.21599999999999997
13,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.5707308155088927,0.399290493988866,0.5613265414680944,0.755837856226736,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,50,0.2
14,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.5819217768506095,0.41377643213277987,0.5724438214205192,0.7619811588773604,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,52,0.208
15,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.5930212771951109,0.4282760013257646,0.583303826613163,0.766968076684958,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,48,0.19200000000000003
16,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6035056135759927,0.44159778044915543,0.5968811104514935,0.7705782200267783,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,51,0.20400000000000001
17,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6133053768095021,0.45408693174800974,0.6082594884787889,0.7747652217701972,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,58,0.23199999999999998
18,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6237982685012835,0.4710016964600665,0.6165177024475179,0.7804303250904996,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,40,0.16
19,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6335812165633525,0.4834012737934333,0.6251057162960079,0.787018458634635,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,48,0.192
20,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6426193594759558,0.4928031118959505,0.6354857712253761,0.7917671043089705,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,54,0.21600000000000003
21,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6508058691655983,0.5038031241615257,0.643340160139148,0.7954942993266835,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,66,0.264
22,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6599728141579652,0.5189663373061693,0.6535501880845435,0.8002575840529297,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,42,0.168
23,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6682999135980819,0.5300459076478775,0.6616878789462983,0.8031245129817365,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,54,0.21600000000000003
24,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6763701783798645,0.5440001156108821,0.6705797967599285,0.8064898473097362,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,53,0.21199999999999997
25,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6845014083996672,0.5576833533168288,0.6804676051144005,0.8101334907316092,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,47,0.188
26,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.691777016364783,0.5683424738278233,0.6898058812711623,0.8136667480063634,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,59,0.23600000000000002
27,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6988104731651584,0.5783458196734269,0.6985875680825835,0.8179290623143984,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,61,0.24400000000000002
28,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7063267885030696,0.5877900719064361,0.7071202720393512,0.8212869102829577,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,45,0.18000000000000005
29,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7131336301748583,0.5989817949763172,0.7157825168184955,0.8249689864073642,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,57,0.22799999999999998
30,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7197921534479239,0.6099769721832751,0.7229204978245827,0.827181510367419,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,54,0.21600000000000003
31,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7267633898190243,0.6204374428649735,0.7308204650656139,0.8300068957650684,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,41,0.16400000000000003
32,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7334459610201186,0.6294850437324992,0.7382088001661578,0.8328930307451278,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,43,0.172
33,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7395476765274569,0.6366100953832515,0.7450501193135348,0.8355535856158814,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,53,0.212
34,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7456540026330895,0.6451040767405896,0.7512744759482224,0.8379565991457472,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,47,0.188
35,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7509101808918938,0.6515981919802989,0.7570500407553797,0.8416233945431283,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,65,0.26
36,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7567428526135476,0.6590303586555791,0.7629123025444615,0.84495450789472,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,44,0.176
37,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7619954416176798,0.6654664246652139,0.76828951948983,0.8484722075384019,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,55,0.22000000000000003
38,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7668971568680858,0.6713879224451326,0.7732819309775147,0.8509153220019525,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,61,0.244
39,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7715392196431027,0.6762488186784327,0.7782285455785405,0.8541575615523167,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,65,0.26
40,56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7763065164608696,0.6809342367461186,0.7829475749114843,0.8565927988468023,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,59,0.236
