day,run_id,n_classes,class_size_cap,n_students,n_teachers,teacher_time_budget,alpha,forgetting,n_days,seed,teacher_skill_mean,teacher_skill_sd,inc_c0,inc_c_class,inc_c_B,base_loss,max_loss,agency_amp_min,agency_amp_max,beta_success,gamma_failure,success_eps,K_mean,K_p10,K_p50,K_p90,A_mean,A_p10,A_p50,A_p90,incidents_total,time_lost_mean
67,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9473040448625331,0.9322105018967308,0.9479695131245229,0.9638340052761997,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,24,0.096
68,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9481452912442949,0.9337201526695678,0.9490375331642549,0.9642236471876495,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,20,0.08000000000000002
69,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9488759157381821,0.9347622709643776,0.9498109720802119,0.9641949524984967,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,25,0.1
70,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9496268764890698,0.9357007211883066,0.9504667922986281,0.9645449528534132,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,20,0.08000000000000002
71,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9502334269971398,0.9367384725890221,0.9512338988544768,0.9648600220957511,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,29,0.11599999999999999
72,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9508469267022261,0.9380397906703374,0.9518051092808054,0.9654765134661907,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,27,0.10800000000000003
73,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9515197504570182,0.9382958090729832,0.9527245459917009,0.9658134161800126,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,17,0.06799999999999999
74,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9519911424347322,0.9391658430628749,0.9529373989875138,0.9660977455344336,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,32,0.128
75,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9525730921335162,0.9403097596119103,0.9536324221354012,0.9659499824873643,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,22,0.08800000000000001
76,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9531504991159523,0.9409691997134493,0.9542450771430593,0.9662564283829808,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,18,0.07200000000000002
77,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9536026747045152,0.9414873719483583,0.9549459269687026,0.9665791938173554,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,27,0.10800000000000003
78,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9540939758518846,0.9419679157665477,0.9553916423379147,0.9662732866872356,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,21,0.084
79,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9545786938895049,0.9427783467592868,0.9558703521173015,0.9664525718002133,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,19,0.076
80,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9549013053703488,0.9426139122194943,0.9564001761277833,0.9666818705818899,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,33,0.13200000000000003
81,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9552920781191219,0.9435014183451007,0.9568063356608756,0.9669478233331964,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,24,0.096
82,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9556569349261711,0.944004834130998,0.9572408089041038,0.9666937400114984,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,25,0.1
83,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9559655149845429,0.9447759922796386,0.9576141216421494,0.9668471052869714,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,29,0.11600000000000002
84,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9562433481350472,0.9450835176097213,0.9578254611996875,0.9667824974020497,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,30,0.12000000000000001
85,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9565470463585395,0.9457365638972087,0.9578427739577937,0.9671098482152405,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,26,0.10400000000000001
86,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9568410932669686,0.9462954416227999,0.9582422227545648,0.9672440496804902,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,26,0.10400000000000001
87,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9571543524024597,0.9468117062133204,0.9585361591919885,0.9673065786604451,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,22,0.08800000000000001
88,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9574292157583802,0.947172552370216,0.9586538839681168,0.9675038086926009,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,24,0.09600000000000002
89,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9576295996748921,0.9475226966055537,0.9588185983838498,0.9674631683288462,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,30,0.12000000000000001
90,19,10,14,140,10,30.0,0.05,0.002,90,14012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9579205078833618,0.948093327665107,0.9594854084422433,0.9677574633741886,0.3464090710576928,0.10596771239526591,0.344839032979964,0.6224732528221234,20,0.08000000000000002
1,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.3832243872737167,0.19061317734835231,0.37311160996858983,0.6096664428380155,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,27,0.10800000000000001
2,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.41430527249558385,0.22536082434977875,0.4036882550286852,0.6305340969068299,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,22,0.08800000000000001
3,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.4426048268293005,0.2618645793272635,0.43334900760513567,0.6525108537105984,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,29,0.11600000000000002
4,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.4695944678551647,0.29941482163282623,0.4597295802404573,0.6705351583863807,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,27,0.10800000000000001
5,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.4958257881755348,0.33332508551529066,0.48180940986791077,0.6864174533024338,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,23,0.092
6,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.5199926269312333,0.365141816040062,0.5058631164434797,0.7019853325401272,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,26,0.10400000000000001
7,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.543088267802838,0.3963608062729118,0.5281967568623094,0.715483567027982,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,25,0.10000000000000002
8,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.5649739302391926,0.42345909222666367,0.5529821906860588,0.7327971120013661,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,24,0.09600000000000002
9,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.5870768972239923,0.44963890094609144,0.5754431748216118,0.7446908954020645,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,12,0.04800000000000001
10,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6068781161657759,0.4726512526619021,0.5963110866799985,0.7585225698635507,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,22,0.08800000000000001
11,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6261366979469318,0.4923850182085419,0.6180029677222485,0.7717688199200731,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,16,0.064
12,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6442772290493579,0.5223590651478704,0.6349736383165305,0.7817330178123088,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,17,0.06799999999999999
13,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6605902061933494,0.5438918219669252,0.6526311479163893,0.79141173180664,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,27,0.108
14,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.676364829218823,0.5636652984267381,0.6735252614101979,0.8020351721971531,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,23,0.09200000000000001
15,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6910774598042281,0.5787414580458478,0.6906169809862847,0.8090577983532168,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,26,0.104
16,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.705553452409738,0.5968343877059968,0.7058104725640012,0.816569906607208,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,18,0.072
17,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7191519955514788,0.6114462276756059,0.7194377825278477,0.826629205343759,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,19,0.076
18,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7314969291340263,0.6274236197156589,0.7312676578798305,0.8346826060352016,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,27,0.10800000000000001
19,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7436019870999564,0.6459130395022156,0.7451422275533475,0.843864311390748,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,21,0.084
20,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7550114342390447,0.6617773627261185,0.757254654684388,0.8517131655336213,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,22,0.08800000000000001
21,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7655941618509634,0.674009957832165,0.7685932228052565,0.8595567867710842,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,25,0.10000000000000002
22,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7751287405785171,0.6873090437205938,0.7774261224949737,0.8638658868276513,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,35,0.14
23,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.784741278006938,0.6965391550086226,0.7861795295750347,0.8695600756850638,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,25,0.10000000000000002
24,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7941339148839097,0.7088430670040846,0.7947255296210904,0.8769308704746378,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,19,0.076
25,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8023977341696773,0.721156149252274,0.8020673888112032,0.882642810028347,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,32,0.128
26,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8103532744923007,0.7297467636473169,0.8104091565887988,0.8876628373895463,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,29,0.11599999999999999
27,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8180302275039596,0.7425725586267613,0.8174852263787449,0.8932923511033671,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,28,0.11200000000000002
28,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8254456246535314,0.7529882517447538,0.8239710050972012,0.8986228528950388,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,23,0.09200000000000001
29,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8321559825926327,0.7612135906321712,0.8295167199854739,0.9019216955120214,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,31,0.124
30,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8386640480088415,0.7702052708564241,0.8363376786906334,0.906711718564396,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,28,0.11200000000000002
31,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8449085910652172,0.7785639610416992,0.8424697376429189,0.9101975000619615,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,26,0.10400000000000002
32,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8507071650243497,0.785923935833424,0.8492268767306854,0.9143654991984622,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,30,0.12000000000000001
33,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8564230252374389,0.7938048505135601,0.8554423802543232,0.9170300273767835,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,22,0.08800000000000001
34,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8615232424433442,0.8015304426561911,0.8605830816142047,0.9201424293215787,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,32,0.128
35,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8667360735303209,0.8059743786077348,0.8666726828306216,0.9227009436109362,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,22,0.08800000000000001
36,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8716925181579189,0.8136232007422152,0.8714656659450044,0.9254092990760302,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,21,0.084
37,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8761520952895436,0.818684381201269,0.875703404135245,0.9282906895056134,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,28,0.11200000000000003
38,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8802753352762472,0.8257403160462814,0.8805780450112852,0.9302549302700348,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,33,0.132
39,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.88449397954026,0.8330654502990198,0.8848428846206857,0.9335852561264015,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,21,0.08400000000000002
40,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8884874930230477,0.8379816790344119,0.888932385947706,0.9349240556278723,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,22,0.08800000000000001
41,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8924024873508248,0.8431946298017815,0.8927138463548259,0.937286774455487,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,15,0.060000000000000005
42,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8959820932527793,0.8483595307659803,0.8960961186048311,0.9409618707349238,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,22,0.08800000000000001
43,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.899210320742033,0.8533891815745153,0.8991993919800212,0.9425228852317388,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,29,0.11600000000000002
44,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9024751222725922,0.8574992631006763,0.9019565466176611,0.943735155290354,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,19,0.07600000000000001
45,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9055877746649214,0.8631710338957956,0.9043104270409421,0.9450773066641447,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,19,0.07600000000000001
46,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.908507077490368,0.8675022127767138,0.9075408648245622,0.9466263000112313,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,19,0.076
47,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9113250041617089,0.8715158246426773,0.9103898979207043,0.9480101162924626,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,17,0.068
48,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9138680251338235,0.8761844312439591,0.9139015838960796,0.9495918341982216,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,24,0.096
49,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9163000553838285,0.8802771638053725,0.9162025483860081,0.9513543266746702,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,23,0.092
50,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.918722212262679,0.8844316867837053,0.918883171482288,0.9524908158043648,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,17,0.068
51,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9209409214033695,0.8874821005895586,0.9209976238634354,0.952959380431117,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,22,0.08800000000000001
52,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9230824003717389,0.8903470126635831,0.9229117393663091,0.9545756884466484,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,19,0.076
53,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9251485624031975,0.8935580815171998,0.9252813485261895,0.955307686017765,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,16,0.06400000000000002
54,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9269854371499182,0.8958218954897089,0.9270750722919705,0.9560095426739267,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,24,0.09600000000000002
55,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9287606778070674,0.8980511932376941,0.92865178608461,0.9568236583401407,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,22,0.08800000000000001
56,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9304971940617937,0.9009944644640006,0.930800518512805,0.9576157429316369,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,18,0.07200000000000001
57,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9321078279542883,0.903983248007178,0.9323321557969635,0.9585025493441922,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,21,0.08399999999999999
58,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9337402885894676,0.9068497210551758,0.9338187715595938,0.9591091561205932,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,14,0.056000000000000015
59,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9352656656506158,0.9091194770702716,0.9353021701302411,0.9594915304643512,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,14,0.05600000000000001
60,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9365776236328007,0.9116907576424879,0.9363633582885913,0.9602667749498877,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,25,0.10000000000000002
61,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9378202262738718,0.9137612384270067,0.9377269901607714,0.9607004258897281,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,23,0.09200000000000001
62,20,10,14,140,10,30.0,0.05,0.002,90,14013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.9389639992644935,0.9152421719568554,0.9384804033254808,0.9611241388819742,0.3315265383286891,0.0885953332412522,0.31348645215897397,0.6088398016402128,28,0.11200000000000003
