run_id,n_classes,class_size_cap,n_students,n_teachers,teacher_time_budget,alpha,forgetting,n_days,seed,teacher_skill_mean,teacher_skill_sd,inc_c0,inc_c_class,inc_c_B,base_loss,max_loss,agency_amp_min,agency_amp_max,beta_success,gamma_failure,success_eps,n_days,K_mean_start,A_mean_start,K_mean_end,K_p10_end,K_p50_end,K_p90_end,A_mean_end,A_p10_end,A_p50_end,A_p90_end,K_mean_gain,A_mean_gain,incidents_avg_per_day,incidents_total,time_lost_avg,time_lost_max
55,10,22,220,10,30.0,0.05,0.002,90,22008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.4433193965398731,0.3345729088279665,0.8998010016749028,0.8686325440572151,0.9020986786063345,0.9283175891265535,0.3345729088279665,0.11406298310345449,0.3213978917535132,0.5929159493539468,0.4564816051350297,0.0,52.44444444444444,4720,0.20977777777777776,0.268
56,10,22,220,10,30.0,0.05,0.002,90,22009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.4015292866494641,0.32477687052487125,0.9008832593577889,0.8663753309853265,0.9046162099668704,0.9278226746783563,0.32477687052487125,0.1053827518073779,0.31248087369798955,0.5494301683009776,0.4993539727083248,0.0,50.68888888888889,4562,0.20275555555555558,0.264
57,10,22,220,10,30.0,0.05,0.002,90,22010,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.42705557679725614,0.33772407210172994,0.9095406866879324,0.8765214113070233,0.9148576805859933,0.9358418789671823,0.33772407210172994,0.10113370335316735,0.3160343231056816,0.5794704607237563,0.4824851098906763,0.0,51.833333333333336,4665,0.20733333333333334,0.272
58,10,22,220,10,30.0,0.05,0.002,90,22011,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.42319080740836534,0.3116172831014988,0.9000513262065485,0.8692928155167905,0.900889300346082,0.9279952741432782,0.3116172831014988,0.10392137455879576,0.28538784407784307,0.5494191013200601,0.47686051879818314,0.0,51.46666666666667,4632,0.20586666666666664,0.27199999999999996
59,10,22,220,10,30.0,0.05,0.002,90,22012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.4117238414592484,0.33826729442430875,0.9020952340035954,0.872179331731996,0.9039781569007228,0.9330366016696952,0.33826729442430875,0.11299209786162238,0.3006443028079213,0.6205476233032273,0.490371392544347,0.0,51.37777777777778,4624,0.2055111111111111,0.27999999999999997
60,10,22,220,10,30.0,0.05,0.002,90,22013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.39821206079523136,0.3325260116360084,0.8965070222778837,0.8589052908302901,0.8994614181806349,0.9264212668392695,0.3325260116360084,0.10303764792004054,0.32890480641082565,0.5887022686924764,0.49829496148265234,0.0,51.111111111111114,4600,0.20444444444444443,0.2720000000000001
61,10,24,240,10,30.0,0.05,0.002,90,24004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.43899245143916904,0.3421674237557087,0.8898374931750974,0.8484056962575954,0.8937471432372385,0.9225993993792768,0.3421674237557087,0.1214375788435365,0.32768629734848603,0.5999001727478694,0.4508450417359284,0.0,60.5,5445,0.24200000000000002,0.32000000000000006
62,10,24,240,10,30.0,0.05,0.002,90,24005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.4163122768197272,0.3185741078351801,0.8883852550598587,0.8539051770175106,0.8919377325164302,0.9177371387987611,0.3185741078351801,0.11407815758010492,0.3062731288464009,0.5480076212489199,0.47207297824013145,0.0,61.58888888888889,5543,0.24635555555555555,0.32000000000000006
63,10,24,240,10,30.0,0.05,0.002,90,24006,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.4392569423351462,0.34243104085164855,0.8871454693734857,0.8462925571538674,0.8923765016709955,0.9189671515999682,0.34243104085164855,0.1103491685096735,0.3347240814055166,0.5908992422200219,0.4478885270383395,0.0,59.03333333333333,5313,0.23613333333333333,0.29600000000000004
64,10,24,240,10,30.0,0.05,0.002,90,24007,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.4318000635306187,0.326600584611261,0.8743466145987215,0.8310628066600693,0.8793217092621194,0.909779947593134,0.326600584611261,0.1293076125622388,0.3113748146091918,0.5639084669477995,0.4425465510681028,0.0,61.12222222222222,5501,0.2444888888888889,0.3360000000000001
65,10,24,240,10,30.0,0.05,0.002,90,24008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.41523809779752324,0.3609320617192387,0.883645641867614,0.84422597367349,0.8865224909398661,0.9158460132685787,0.3609320617192387,0.13804414817264907,0.34191855294177076,0.6236789944322839,0.4684075440700907,0.0,59.65555555555556,5369,0.23862222222222226,0.312
66,10,24,240,10,30.0,0.05,0.002,90,24009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.39639624398024986,0.32370057212582,0.8712507075867947,0.828016492134973,0.874625215621678,0.9091412687537215,0.32370057212582,0.11596219870990272,0.3074401519024665,0.5501695931779113,0.4748544636065448,0.0,60.044444444444444,5404,0.24017777777777777,0.304
67,10,24,240,10,30.0,0.05,0.002,90,24010,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.408932815783372,0.3272482603062508,0.8868909418128206,0.8483379972874538,0.8886669049027118,0.9195034145752187,0.3272482603062508,0.09880153827505718,0.3040611402095815,0.5742807143385193,0.4779581260294486,0.0,60.36666666666667,5433,0.24146666666666666,0.312
68,10,24,240,10,30.0,0.05,0.002,90,24011,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.42783316175806474,0.32293112633005655,0.8789563662609668,0.8402626423580807,0.8835584463269746,0.9107174935987834,0.32293112633005655,0.1215298166661911,0.29816678929207535,0.5917501420704724,0.4511232045029021,0.0,59.9,5391,0.2396,0.3
69,10,24,240,10,30.0,0.05,0.002,90,24012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.39872259433848994,0.32590490388490434,0.8814191497425042,0.8493653240460394,0.8835213279226781,0.916099812656202,0.32590490388490434,0.12519958941601278,0.29595744627682896,0.5687669074386661,0.4826965554040143,0.0,60.62222222222222,5456,0.24248888888888892,0.312
70,10,24,240,10,30.0,0.05,0.002,90,24013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.4128769548971485,0.32654901182287666,0.8708435318701208,0.8318498493675405,0.8703208176471378,0.9083447853662288,0.32654901182287666,0.1131836269926662,0.31180417730067206,0.5931361215965383,0.4579665769729723,0.0,61.333333333333336,5520,0.24533333333333335,0.308
71,10,26,260,10,30.0,0.05,0.002,90,26004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.41130786317047163,0.3172827340882319,0.8574011047560811,0.8117713956693311,0.8590143907299806,0.9008008661828808,0.3172827340882319,0.11596527826160971,0.26817920291999947,0.6059550445595646,0.4460932415856095,0.0,72.03333333333333,6483,0.28813333333333335,0.37200000000000005
72,10,26,260,10,30.0,0.05,0.002,90,26005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.40074227663804085,0.33116760801872863,0.8508546540696061,0.7970726697631927,0.854230750493457,0.8957652348875886,0.33116760801872863,0.10671763294731966,0.30624797311478025,0.6184935676342879,0.4501123774315653,0.0,72.31111111111112,6508,0.28924444444444447,0.36400000000000005
73,10,26,260,10,30.0,0.05,0.002,90,26006,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.4024180333601968,0.34318994785741436,0.8517898361776522,0.8070864535995308,0.8520050511641595,0.8932813717240605,0.34318994785741436,0.13626200465972232,0.3427794183943161,0.5717237518761037,0.4493718028174554,0.0,70.06666666666666,6306,0.28026666666666666,0.336
74,10,26,260,10,30.0,0.05,0.002,90,26007,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.40998766443276685,0.3389587717349573,0.8561690066859603,0.8103388005739839,0.8583084467579527,0.9002258202147095,0.3389587717349573,0.11107247682746142,0.30770532030277886,0.6027585468783182,0.44618134225319345,0.0,69.44444444444444,6250,0.2777777777777778,0.344
75,10,26,260,10,30.0,0.05,0.002,90,26008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.41784169122647796,0.32335950127312857,0.8527732895834311,0.8056263332737299,0.8528822553616099,0.8966800159357435,0.32335950127312857,0.11668567569618414,0.29344131328587697,0.5718668881893916,0.43493159835695316,0.0,70.2,6318,0.28080000000000005,0.336
76,10,26,260,10,30.0,0.05,0.002,90,26009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.4181912702205536,0.3222855765828564,0.859729886267178,0.819127996670152,0.8623092532179426,0.8982780749240182,0.3222855765828564,0.1193471757237368,0.2974644158014583,0.5779213419943693,0.44153861604662437,0.0,72.82222222222222,6554,0.2912888888888889,0.38
77,10,26,260,10,30.0,0.05,0.002,90,26010,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.4028292695117081,0.33516360693139524,0.8416634016345668,0.7873605669921416,0.8446738624118805,0.8871089847071725,0.33516360693139524,0.12384000867151186,0.3199849621915104,0.5720905844774357,0.43883413212285866,0.0,70.0,6300,0.28,0.356
78,10,26,260,10,30.0,0.05,0.002,90,26011,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.39564847125138425,0.31285367155815336,0.8559756315335177,0.8090850779129382,0.8588118270907985,0.8942850893485151,0.31285367155815336,0.09782198731992497,0.2792797052168965,0.5592509461317842,0.4603271602821335,0.0,70.5,6345,0.282,0.352
79,10,26,260,10,30.0,0.05,0.002,90,26012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.41792374413534406,0.34455134731147474,0.8505696461897011,0.8075834598054734,0.8516344428848714,0.8924952713440658,0.34455134731147474,0.11688851881643102,0.3361484761142537,0.5690686733961277,0.43264590205435705,0.0,70.84444444444445,6376,0.2833777777777778,0.36800000000000005
80,10,26,260,10,30.0,0.05,0.002,90,26013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.4074055344950887,0.3283705866474966,0.8540509718125221,0.80524377021008,0.8550858018836881,0.8990622398698822,0.3283705866474966,0.11734056717513469,0.3251460350806633,0.5531997270140386,0.4466454373174334,0.0,69.16666666666667,6225,0.27666666666666667,0.344
81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.4294107580063216,0.3228044205744437,0.830605561592742,0.7736637200167831,0.8350405264355407,0.8809598878722238,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,0.4011948035864204,0.0,81.08888888888889,7298,0.3243555555555556,0.4
82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.39180759959490147,0.3501302461477571,0.8365890766288554,0.7836278390651589,0.8397476111111666,0.8837129938949383,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,0.44478147703395393,0.0,79.32222222222222,7139,0.3172888888888889,0.4000000000000001
83,10,28,280,10,30.0,0.05,0.002,90,28006,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.40642885679827034,0.3489670803254714,0.840458393633693,0.7868878379887186,0.8451248183636328,0.884031164357028,0.3489670803254714,0.13199870622753965,0.3434443716447421,0.5720044837788718,0.43402953683542267,0.0,83.54444444444445,7519,0.3341777777777778,0.4160000000000001
84,10,28,280,10,30.0,0.05,0.002,90,28007,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.3989529662154983,0.33298722228699934,0.8286761012724865,0.7700426378214051,0.8331443371687917,0.878082040476024,0.33298722228699934,0.12229274831691578,0.3358572102350518,0.5634991936366242,0.42972313505698817,0.0,80.35555555555555,7232,0.3214222222222222,0.388
85,10,28,280,10,30.0,0.05,0.002,90,28008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.42048402856335887,0.35080500231200507,0.8426249080965271,0.7903756211571269,0.8465907846941002,0.8843811290481504,0.35080500231200507,0.11313150408053065,0.3278215134834024,0.6254880694938274,0.42214087953316826,0.0,82.54444444444445,7429,0.3301777777777778,0.42
86,10,28,280,10,30.0,0.05,0.002,90,28009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.4042554498872371,0.32941282727902416,0.8238094401726276,0.7689232883627761,0.8233090740457132,0.8758906523283584,0.32941282727902416,0.12277230550140245,0.28975954363537754,0.5562834455862326,0.4195539902853905,0.0,81.77777777777777,7360,0.32711111111111113,0.39599999999999996
87,10,28,280,10,30.0,0.05,0.002,90,28010,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.4088615991521285,0.3204551728913403,0.813244485531819,0.7541239216539185,0.8169970882777391,0.868561844399508,0.3204551728913403,0.09728297436811226,0.30183957814333273,0.5488933272967694,0.40438288637969055,0.0,83.23333333333333,7491,0.33293333333333336,0.396
88,10,28,280,10,30.0,0.05,0.002,90,28011,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.42604778367751434,0.3454517175972882,0.8375863725525297,0.7860133057834149,0.8450512407923024,0.885512359909419,0.3454517175972882,0.13652144410815537,0.3349027728727232,0.5675334385682008,0.4115385888750153,0.0,81.66666666666667,7350,0.3266666666666667,0.408
89,10,28,280,10,30.0,0.05,0.002,90,28012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.4221544758571245,0.3344069226311915,0.8287964015485321,0.7683985861797853,0.8322688719231801,0.8817537608093136,0.3344069226311915,0.11466379279364965,0.32318895125615993,0.5846271549176774,0.40664192569140756,0.0,81.08888888888889,7298,0.32435555555555556,0.40800000000000003
90,10,28,280,10,30.0,0.05,0.002,90,28013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.41442709613903334,0.3496857456329449,0.8362529014487413,0.7811144645672637,0.8378563236854111,0.8879725446031548,0.3496857456329449,0.1241887433627116,0.3447214270768155,0.5771111954670769,0.421825805309708,0.0,83.05555555555556,7475,0.33222222222222225,0.40800000000000003
91,10,30,300,10,30.0,0.05,0.002,90,30004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.4015747313728728,0.3317666046494665,0.7901986022719942,0.7176464369596467,0.7909390797532945,0.8534889569904095,0.3317666046494665,0.09916071949626454,0.3130617641659652,0.5814158090366206,0.3886238708991214,0.0,91.4,8226,0.3656,0.432
92,10,30,300,10,30.0,0.05,0.002,90,30005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.4014312074655129,0.33636623574658275,0.8005777896475154,0.741303989614684,0.802697026994551,0.8606749952196731,0.33636623574658275,0.11610558461294512,0.30953986934556366,0.5840080607634581,0.39914658218200244,0.0,94.46666666666667,8502,0.37786666666666663,0.46399999999999997
93,10,30,300,10,30.0,0.05,0.002,90,30006,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.42029285722284176,0.34369691068746994,0.7957581244331904,0.7297087586310864,0.7956398511661031,0.8612299420450608,0.34369691068746994,0.12254404544483279,0.32747976014373537,0.5839490630692904,0.3754652672103486,0.0,92.96666666666667,8367,0.3718666666666666,0.484
94,10,30,300,10,30.0,0.05,0.002,90,30007,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.41122885710989276,0.3396463626728275,0.7971417170565991,0.7354098612872793,0.7995274483127699,0.8585980390588578,0.3396463626728275,0.11376870444152487,0.31963409723567954,0.6063530499490151,0.3859128599467063,0.0,94.52222222222223,8507,0.37808888888888886,0.472
95,10,30,300,10,30.0,0.05,0.002,90,30008,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.41103428050133045,0.32529307577935584,0.8024961420465604,0.7388419768988043,0.8071422165818563,0.8639133493388965,0.32529307577935584,0.09742682912148544,0.31493182861522084,0.5833121070701741,0.39146186154522994,0.0,92.11111111111111,8290,0.3684444444444444,0.44400000000000006
96,10,30,300,10,30.0,0.05,0.002,90,30009,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.4026008884426923,0.34572399227139555,0.7816565732603571,0.7083597634944597,0.7837165802854656,0.8509591457029307,0.34572399227139555,0.12398336633375141,0.3188860932901074,0.6130346976936519,0.3790556848176648,0.0,93.82222222222222,8444,0.37528888888888884,0.44
97,10,30,300,10,30.0,0.05,0.002,90,30010,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.3923888172205868,0.3284272201256854,0.7908473621016179,0.7268944867017327,0.7924249654747364,0.8512768295479487,0.3284272201256854,0.1109159127068364,0.3099695284086026,0.5532255644828822,0.39845854488103105,0.0,92.66666666666667,8340,0.37066666666666664,0.43200000000000005
98,10,30,300,10,30.0,0.05,0.002,90,30011,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.39995420802323917,0.3374341356274834,0.7896780829403338,0.726946095813841,0.7914958214030923,0.849771824767179,0.3374341356274834,0.11118317936401319,0.3128005046400525,0.5816375662687988,0.38972387491709465,0.0,93.38888888888889,8405,0.37355555555555553,0.44399999999999995
99,10,30,300,10,30.0,0.05,0.002,90,30012,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.4227780787321688,0.32886693832112984,0.8011107355391371,0.7297241115026891,0.8035137713571272,0.8633981768935484,0.32886693832112984,0.1157155515677839,0.3108415142620562,0.5797529534268974,0.3783326568069683,0.0,93.16666666666667,8385,0.37266666666666665,0.44
100,10,30,300,10,30.0,0.05,0.002,90,30013,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,90,0.4079574929314083,0.35106612495020045,0.8036664127820463,0.7380730693463959,0.8062631796030886,0.8643791574474877,0.35106612495020045,0.1277169633225321,0.33159670270785085,0.6078205206041998,0.395708919850638,0.0,93.25555555555556,8393,0.3730222222222222,0.468
